filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
segment_85.wav,661500,0.37433606,0.092733584,0.21488735,0.008451261,3548.420264190473,1716772.3380396152,3263.344576955799,395440.68204538646,7527.746147415586,5222352.752312138,0.14474024344523995,0.007100532354903951,-2.5758952e-06,0.03358248,0.00019703597,0.010102953,[86.1328125],-68.05488,4759.1255,56.253666,1416.9713,21.883034,1857.1337,5.6392584,512.84625,9.632981,345.0804,0.4822161,486.3794,6.956831,239.82378,2.9153237,134.77682,0.20752841,153.49759,3.2636008,98.80243,-0.1321517,91.929016,2.444577,88.616936,4.94358,93.59062,1.8761822,95.3728,3.2484791,77.93392,4.112205,81.7773,-0.9172337,92.87047,3.1668415,54.02252,2.2607803,61.352634,-0.5479504,53.513535,wav_notcueca
segment_86.wav,661500,0.39396927,0.09626389,0.27332404,0.0063588936,3683.693808667332,1771690.1948626805,3530.0644198402606,186385.01352092472,8162.82564051011,4147957.573570514,0.14078561883223684,0.008577797286903235,2.172347e-05,0.036234375,0.000338744,0.02241374,[86.1328125],-55.03062,4311.5938,57.402767,1247.5748,47.019085,741.79443,10.091559,409.6471,18.472157,233.07043,4.624204,169.47449,6.940068,175.72519,3.5327928,163.39038,7.0674734,133.33774,3.4664998,80.386856,1.4371487,75.01372,0.950012,83.50452,2.4301143,78.28294,-1.4555038,67.14258,1.9999706,79.13033,0.112816826,62.09768,-4.416247,55.172256,0.17437188,41.485336,-1.968307,35.51579,-4.160896,43.77068,wav_notcueca
segment_87.wav,661500,0.38153267,0.09353553,0.28370327,0.006057413,3784.33370457507,1385450.1940174361,3482.354564306016,158235.2259725913,8229.141906171391,3526825.543727374,0.16202094016060373,0.008711678254566518,2.0440475e-05,0.042338643,0.00018394807,0.020974515,[86.1328125],-28.939728,2704.9917,51.66917,873.6664,32.368267,457.21033,8.7446,287.2277,20.15094,179.67238,5.3687053,142.13931,7.6853323,163.46246,4.020514,131.56255,7.2907467,125.36402,5.8247304,102.44192,2.6068647,87.96592,4.564622,103.935905,3.9778967,87.640366,-0.18733844,75.12176,0.22801599,71.3728,0.40354735,51.66027,-3.4817348,56.420128,1.901024,80.01605,-0.30157703,89.45004,-2.9363499,77.76864,wav_notcueca
segment_88.wav,661500,0.4249766,0.0886462,0.26111463,0.0064526233,3650.805275381704,1929837.2153576182,3413.545896325331,208436.63300887792,7836.7609455120455,5203697.244038543,0.15333618541989164,0.01070039018290606,2.4449095e-05,0.03133991,0.00021498457,0.02140399,[86.1328125],-48.511963,4326.7803,55.263737,1197.4302,36.10233,514.5633,16.930334,276.34897,25.945639,284.20154,1.2524159,183.16232,1.9638387,176.57579,2.5209138,157.7478,7.1628933,143.87372,3.936194,108.21059,-0.21677779,96.78778,2.9636006,76.01918,6.865004,73.93851,1.5026042,66.07925,1.0851482,78.97264,0.32610875,56.636246,-3.2646198,46.017498,3.3486722,47.60647,-0.849431,61.823723,-5.0787396,78.088646,wav_notcueca
segment_89.wav,661500,0.44143963,0.085920334,0.26017255,0.006473686,3850.6332251843187,1820780.6205931434,3449.6719076568925,192005.12524491665,8074.734506518479,4266918.316623599,0.16870570699496903,0.011719744435874466,3.336233e-05,0.031464126,0.00021737444,0.020705381,[86.1328125],-41.101078,3656.4167,49.57876,1046.4462,35.710987,532.45123,9.168441,323.80133,16.979311,193.75551,9.351304,210.29889,10.756065,171.71457,4.524117,151.03416,5.5453343,121.21877,4.8065124,91.41795,2.5016942,67.35041,4.796978,95.4254,2.8631942,71.1814,-0.028259939,66.924835,1.2578025,71.593346,1.5427561,60.738873,-1.9445962,52.543804,0.50430673,48.831547,-2.0169277,44.562687,-3.2783353,54.435547,wav_notcueca
segment_9.wav,431144,0.3985544,0.08569151,0.24025697,0.016447954,4719.106985029781,2536401.518272106,3419.9165968866246,384710.32068844006,8742.161174516237,3693781.9819227178,0.25142140235765126,0.023848784868516996,6.6660454e-05,0.02377383,0.0002967647,0.02907272,[99.38401442],-66.789795,16263.427,25.762062,837.30444,47.55203,567.56854,16.850817,185.90642,12.473953,122.59803,6.08364,176.4465,2.5293589,92.798515,-3.2642453,89.947044,-0.84484655,61.74981,-1.5265936,75.94664,-2.0650332,84.52578,1.5806063,108.36854,0.6858115,80.72889,0.7785324,76.70412,4.263175,122.083405,3.3808365,117.058105,4.390894,61.189503,3.1568449,53.114452,0.1488361,58.063305,0.007972798,74.004135,wav_notcueca
segment_90.wav,661500,0.38642958,0.09312746,0.279989,0.006379256,3702.4287315511992,1624992.7526589152,3447.6927690423245,195386.36770609193,8053.28463622291,4377381.215433709,0.1578115929760062,0.009504608560926367,3.0072533e-05,0.03898739,0.0003991163,0.022525234,[86.1328125],-34.924187,3421.148,54.58422,1096.4519,32.63158,577.6993,10.670852,324.77963,22.027945,231.68001,1.585808,144.31216,4.9221787,173.22858,3.5975814,143.28746,6.4886003,145.40445,4.883049,105.29607,1.6545516,96.37618,2.6481986,101.4011,3.4818625,91.436584,0.023318216,73.532364,0.64928806,78.01546,0.31366748,60.00307,-4.5536284,48.849735,1.2722036,71.7012,-1.2565105,64.97269,-4.044026,61.983597,wav_notcueca
segment_91.wav,661500,0.39760953,0.09579693,0.2818116,0.006037001,3803.3034977032203,1421489.9758210548,3545.1085287336573,147975.29542239444,8322.766340037248,3312000.1174001545,0.15688000374903252,0.008472362567972609,3.1335436e-05,0.037207555,8.385675e-05,0.023104556,[86.1328125],-34.12604,3128.242,54.39136,863.0267,39.417522,446.23355,10.508556,273.63434,22.350458,236.82275,2.7387285,185.88313,3.037887,183.20975,1.4928509,140.9911,5.6746373,118.50497,2.4185195,97.573784,0.04128792,79.92299,3.6299596,70.62283,4.805748,67.016594,0.7416764,76.152794,1.3091013,72.89131,-0.03604374,55.043488,-2.5948918,50.937668,2.139245,54.198746,-1.0075977,64.16792,-4.79323,63.2593,wav_notcueca
segment_92.wav,638744,0.4735356,0.08430189,0.20215297,0.012129858,3837.2530924998796,2120571.3977984693,3391.631894523654,186853.5430317949,7993.468357966496,4184375.3119464377,0.16333672939202723,0.013407631135985922,1.968956e-05,0.020063886,6.619687e-05,0.017328557,[86.1328125],-100.105576,14047.314,46.090206,997.8741,35.591396,377.21902,10.808794,224.4707,15.470212,135.73445,16.070875,164.38951,11.967932,114.890724,5.0660768,125.40455,7.1394873,109.15838,3.1493354,80.490486,0.7840073,55.684444,3.4052598,77.11463,3.6360466,51.954563,1.7467436,104.768486,2.0606532,109.351425,2.2908938,84.54267,1.7637392,53.87951,0.61652076,50.429523,-2.9759448,47.76672,-1.7355163,46.63112,wav_notcueca
segment_93.wav,661500,0.3879191,0.093253255,0.24503556,0.006579614,3395.716116924019,2026804.1150157503,3220.3776743077274,308391.3520784548,7192.398175218895,6019059.656572145,0.14288915864454335,0.00862093288306998,4.678945e-05,0.03217477,0.0005193291,0.017915962,[86.1328125],-51.623245,5199.455,62.61633,1618.0968,23.934597,858.10156,7.5940433,592.5433,13.13095,210.18825,-3.2901762,214.23318,6.386915,146.51385,4.409738,133.66173,2.6839304,125.70252,5.394658,110.46367,0.9358435,81.29175,0.038253408,91.85791,1.8494602,73.68899,-2.0529323,70.74187,1.3063935,77.727745,-4.1112943,82.686134,-3.1194663,49.146606,-2.5465987,59.764904,-7.3086452,51.893208,-5.0428214,45.440964,wav_notcueca
segment_94.wav,661500,0.39604396,0.089087486,0.27790532,0.006823469,3218.198712908973,1519120.102092312,3208.955407389725,299135.17467121524,7070.298913536426,5647388.532030174,0.13198748609229877,0.005522014655753495,3.1983724e-05,0.03364297,0.0005371465,0.024551278,[86.1328125],-31.926773,4859.7856,68.97734,1151.5696,27.787806,667.66223,12.668466,414.71716,12.939994,272.11874,-1.6035725,193.75298,7.8377695,157.66554,4.596731,128.46783,-0.7355268,108.29719,0.0618502,82.70654,1.4807715,61.95978,4.608875,75.36503,4.350195,56.91082,-1.9203291,69.56176,-2.2724957,87.20396,-6.3151903,72.19872,-4.845208,53.62471,-3.2797205,51.594997,-5.8103123,40.090855,-4.5276837,53.724384,wav_notcueca
segment_95.wav,661500,0.43447402,0.08253704,0.28035513,0.0048204823,3288.1596408612295,1741744.4400096298,3204.8096822420744,299063.80712678935,7097.598748458059,5859467.323866207,0.1334734937354876,0.006375563652553644,2.335565e-05,0.03272407,0.0005775092,0.025983311,[86.1328125],-25.37851,3475.5085,65.910934,1171.5538,27.158318,455.7315,17.501427,343.73944,18.242146,160.47052,2.568562,118.75089,6.648622,100.255455,4.0018444,110.34085,3.8019695,87.37791,3.3856738,80.44628,1.7334852,54.268528,2.424724,83.96778,3.519446,69.55814,-0.19232027,101.26157,-1.2097404,95.71151,-7.886061,105.26804,-6.0323753,59.013096,-2.6315877,63.625,-4.661398,61.92446,-4.000664,48.42206,wav_notcueca
